,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
12013,2020-03-25,25,3,2020,1427,87,United_Kingdom,UK,GBR,66488991.0,Europe
12014,2020-03-24,24,3,2020,967,54,United_Kingdom,UK,GBR,66488991.0,Europe
12015,2020-03-23,23,3,2020,665,48,United_Kingdom,UK,GBR,66488991.0,Europe
12016,2020-03-22,22,3,2020,1035,56,United_Kingdom,UK,GBR,66488991.0,Europe
12017,2020-03-21,21,3,2020,706,33,United_Kingdom,UK,GBR,66488991.0,Europe
12018,2020-03-20,20,3,2020,647,41,United_Kingdom,UK,GBR,66488991.0,Europe
12019,2020-03-19,19,3,2020,680,43,United_Kingdom,UK,GBR,66488991.0,Europe
12020,2020-03-18,18,3,2020,407,5,United_Kingdom,UK,GBR,66488991.0,Europe
12021,2020-03-17,17,3,2020,152,20,United_Kingdom,UK,GBR,66488991.0,Europe
12022,2020-03-16,16,3,2020,251,14,United_Kingdom,UK,GBR,66488991.0,Europe
12023,2020-03-15,15,3,2020,433,11,United_Kingdom,UK,GBR,66488991.0,Europe
12024,2020-03-14,14,3,2020,117,0,United_Kingdom,UK,GBR,66488991.0,Europe
12025,2020-03-13,13,3,2020,134,4,United_Kingdom,UK,GBR,66488991.0,Europe
12026,2020-03-12,12,3,2020,83,0,United_Kingdom,UK,GBR,66488991.0,Europe
12027,2020-03-11,11,3,2020,52,1,United_Kingdom,UK,GBR,66488991.0,Europe
12028,2020-03-10,10,3,2020,48,2,United_Kingdom,UK,GBR,66488991.0,Europe
12029,2020-03-09,9,3,2020,67,1,United_Kingdom,UK,GBR,66488991.0,Europe
12030,2020-03-08,8,3,2020,43,1,United_Kingdom,UK,GBR,66488991.0,Europe
12031,2020-03-07,7,3,2020,48,0,United_Kingdom,UK,GBR,66488991.0,Europe
12032,2020-03-06,6,3,2020,30,1,United_Kingdom,UK,GBR,66488991.0,Europe
12033,2020-03-05,5,3,2020,34,0,United_Kingdom,UK,GBR,66488991.0,Europe
12034,2020-03-04,4,3,2020,11,0,United_Kingdom,UK,GBR,66488991.0,Europe
12035,2020-03-03,3,3,2020,4,0,United_Kingdom,UK,GBR,66488991.0,Europe
12036,2020-03-02,2,3,2020,13,0,United_Kingdom,UK,GBR,66488991.0,Europe
12037,2020-03-01,1,3,2020,5,0,United_Kingdom,UK,GBR,66488991.0,Europe
12038,2020-02-29,29,2,2020,2,0,United_Kingdom,UK,GBR,66488991.0,Europe
12039,2020-02-28,28,2,2020,3,0,United_Kingdom,UK,GBR,66488991.0,Europe
12040,2020-02-27,27,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12041,2020-02-26,26,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12042,2020-02-25,25,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12043,2020-02-24,24,2,2020,4,0,United_Kingdom,UK,GBR,66488991.0,Europe
12044,2020-02-23,23,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12045,2020-02-22,22,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12046,2020-02-21,21,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12047,2020-02-20,20,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12048,2020-02-19,19,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12049,2020-02-18,18,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12050,2020-02-17,17,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12051,2020-02-16,16,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12052,2020-02-15,15,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12053,2020-02-14,14,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12054,2020-02-13,13,2,2020,1,0,United_Kingdom,UK,GBR,66488991.0,Europe
12055,2020-02-12,12,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12056,2020-02-11,11,2,2020,4,0,United_Kingdom,UK,GBR,66488991.0,Europe
12057,2020-02-10,10,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12058,2020-02-09,9,2,2020,1,0,United_Kingdom,UK,GBR,66488991.0,Europe
12059,2020-02-08,8,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12060,2020-02-07,7,2,2020,1,0,United_Kingdom,UK,GBR,66488991.0,Europe
12061,2020-02-06,6,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12062,2020-02-05,5,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12063,2020-02-04,4,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12064,2020-02-03,3,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12065,2020-02-02,2,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12066,2020-02-01,1,2,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12067,2020-01-31,31,1,2020,2,0,United_Kingdom,UK,GBR,66488991.0,Europe
12068,2020-01-30,30,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12069,2020-01-29,29,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12070,2020-01-28,28,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12071,2020-01-27,27,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12072,2020-01-26,26,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12073,2020-01-25,25,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12074,2020-01-24,24,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12075,2020-01-23,23,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12076,2020-01-22,22,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12077,2020-01-21,21,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12078,2020-01-20,20,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12079,2020-01-19,19,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12080,2020-01-18,18,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12081,2020-01-17,17,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12082,2020-01-16,16,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12083,2020-01-15,15,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12084,2020-01-14,14,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12085,2020-01-13,13,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12086,2020-01-12,12,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12087,2020-01-11,11,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12088,2020-01-10,10,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12089,2020-01-09,9,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12090,2020-01-08,8,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12091,2020-01-07,7,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12092,2020-01-06,6,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12093,2020-01-05,5,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12094,2020-01-04,4,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12095,2020-01-03,3,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12096,2020-01-02,2,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12097,2020-01-01,1,1,2020,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12098,2019-12-31,31,12,2019,0,0,United_Kingdom,UK,GBR,66488991.0,Europe
12137,2020-04-23,23,4,2020,17588,1721,United_States_of_America,US,USA,327167434.0,America
12138,2020-04-22,22,4,2020,37289,2524,United_States_of_America,US,USA,327167434.0,America
12139,2020-04-21,21,4,2020,28065,1857,United_States_of_America,US,USA,327167434.0,America
12140,2020-04-20,20,4,2020,24601,1772,United_States_of_America,US,USA,327167434.0,America
12141,2020-04-19,19,4,2020,32922,1856,United_States_of_America,US,USA,327167434.0,America
12142,2020-04-18,18,4,2020,30833,3770,United_States_of_America,US,USA,327167434.0,America
12143,2020-04-17,17,4,2020,31667,2299,United_States_of_America,US,USA,327167434.0,America
12144,2020-04-16,16,4,2020,30148,4928,United_States_of_America,US,USA,327167434.0,America
12145,2020-04-15,15,4,2020,26922,2408,United_States_of_America,US,USA,327167434.0,America
12146,2020-04-14,14,4,2020,25023,1541,United_States_of_America,US,USA,327167434.0,America
12147,2020-04-13,13,4,2020,27620,1500,United_States_of_America,US,USA,327167434.0,America
12148,2020-04-12,12,4,2020,28391,1831,United_States_of_America,US,USA,327167434.0,America
12149,2020-04-11,11,4,2020,35527,2087,United_States_of_America,US,USA,327167434.0,America
12150,2020-04-10,10,4,2020,33901,1873,United_States_of_America,US,USA,327167434.0,America
12151,2020-04-09,9,4,2020,33323,1922,United_States_of_America,US,USA,327167434.0,America
12152,2020-04-08,8,4,2020,30613,1906,United_States_of_America,US,USA,327167434.0,America
12153,2020-04-07,7,4,2020,30561,1342,United_States_of_America,US,USA,327167434.0,America
12154,2020-04-06,6,4,2020,25398,1146,United_States_of_America,US,USA,327167434.0,America
12155,2020-04-05,5,4,2020,34272,1344,United_States_of_America,US,USA,327167434.0,America
12156,2020-04-04,4,4,2020,32425,1104,United_States_of_America,US,USA,327167434.0,America
12157,2020-04-03,3,4,2020,28819,915,United_States_of_America,US,USA,327167434.0,America
12158,2020-04-02,2,4,2020,27103,1059,United_States_of_America,US,USA,327167434.0,America
12159,2020-04-01,1,4,2020,24998,909,United_States_of_America,US,USA,327167434.0,America
12160,2020-03-31,31,3,2020,21595,661,United_States_of_America,US,USA,327167434.0,America
12161,2020-03-30,30,3,2020,18360,318,United_States_of_America,US,USA,327167434.0,America
12162,2020-03-29,29,3,2020,19979,484,United_States_of_America,US,USA,327167434.0,America
12163,2020-03-28,28,3,2020,18695,411,United_States_of_America,US,USA,327167434.0,America
12164,2020-03-27,27,3,2020,16797,246,United_States_of_America,US,USA,327167434.0,America
12165,2020-03-26,26,3,2020,13963,249,United_States_of_America,US,USA,327167434.0,America
12166,2020-03-25,25,3,2020,8789,211,United_States_of_America,US,USA,327167434.0,America
12167,2020-03-24,24,3,2020,11236,119,United_States_of_America,US,USA,327167434.0,America
12168,2020-03-23,23,3,2020,8459,131,United_States_of_America,US,USA,327167434.0,America
12169,2020-03-22,22,3,2020,7123,80,United_States_of_America,US,USA,327167434.0,America
12170,2020-03-21,21,3,2020,5374,110,United_States_of_America,US,USA,327167434.0,America
12171,2020-03-20,20,3,2020,4835,0,United_States_of_America,US,USA,327167434.0,America
12172,2020-03-19,19,3,2020,2988,42,United_States_of_America,US,USA,327167434.0,America
12173,2020-03-18,18,3,2020,1766,23,United_States_of_America,US,USA,327167434.0,America
12174,2020-03-17,17,3,2020,887,16,United_States_of_America,US,USA,327167434.0,America
12175,2020-03-16,16,3,2020,823,12,United_States_of_America,US,USA,327167434.0,America
12176,2020-03-15,15,3,2020,777,10,United_States_of_America,US,USA,327167434.0,America
12177,2020-03-14,14,3,2020,511,7,United_States_of_America,US,USA,327167434.0,America
12178,2020-03-13,13,3,2020,351,10,United_States_of_America,US,USA,327167434.0,America
12179,2020-03-12,12,3,2020,287,2,United_States_of_America,US,USA,327167434.0,America
12180,2020-03-11,11,3,2020,271,2,United_States_of_America,US,USA,327167434.0,America
12181,2020-03-10,10,3,2020,200,5,United_States_of_America,US,USA,327167434.0,America
12182,2020-03-09,9,3,2020,121,4,United_States_of_America,US,USA,327167434.0,America
12183,2020-03-08,8,3,2020,95,3,United_States_of_America,US,USA,327167434.0,America
12184,2020-03-07,7,3,2020,105,2,United_States_of_America,US,USA,327167434.0,America
12185,2020-03-06,6,3,2020,74,1,United_States_of_America,US,USA,327167434.0,America
12186,2020-03-05,5,3,2020,34,2,United_States_of_America,US,USA,327167434.0,America
12187,2020-03-04,4,3,2020,22,3,United_States_of_America,US,USA,327167434.0,America
12188,2020-03-03,3,3,2020,14,4,United_States_of_America,US,USA,327167434.0,America
12189,2020-03-02,2,3,2020,20,1,United_States_of_America,US,USA,327167434.0,America
12190,2020-03-01,1,3,2020,3,1,United_States_of_America,US,USA,327167434.0,America
12191,2020-02-29,29,2,2020,6,0,United_States_of_America,US,USA,327167434.0,America
12192,2020-02-28,28,2,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12193,2020-02-27,27,2,2020,6,0,United_States_of_America,US,USA,327167434.0,America
12194,2020-02-26,26,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12195,2020-02-25,25,2,2020,18,0,United_States_of_America,US,USA,327167434.0,America
12196,2020-02-24,24,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12197,2020-02-23,23,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12198,2020-02-22,22,2,2020,19,0,United_States_of_America,US,USA,327167434.0,America
12199,2020-02-21,21,2,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12200,2020-02-20,20,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12201,2020-02-19,19,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12202,2020-02-18,18,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12203,2020-02-17,17,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12204,2020-02-16,16,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12205,2020-02-15,15,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12206,2020-02-14,14,2,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12207,2020-02-13,13,2,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12208,2020-02-12,12,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12209,2020-02-11,11,2,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12210,2020-02-10,10,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12211,2020-02-09,9,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12212,2020-02-08,8,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12213,2020-02-07,7,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12214,2020-02-06,6,2,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12215,2020-02-05,5,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12216,2020-02-04,4,2,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12217,2020-02-03,3,2,2020,3,0,United_States_of_America,US,USA,327167434.0,America
12218,2020-02-02,2,2,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12219,2020-02-01,1,2,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12220,2020-01-31,31,1,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12221,2020-01-30,30,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12222,2020-01-29,29,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12223,2020-01-28,28,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12224,2020-01-27,27,1,2020,3,0,United_States_of_America,US,USA,327167434.0,America
12225,2020-01-26,26,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12226,2020-01-25,25,1,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12227,2020-01-24,24,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12228,2020-01-23,23,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12229,2020-01-22,22,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12230,2020-01-21,21,1,2020,1,0,United_States_of_America,US,USA,327167434.0,America
12231,2020-01-20,20,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12232,2020-01-19,19,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12233,2020-01-18,18,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12234,2020-01-17,17,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12235,2020-01-16,16,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12236,2020-01-15,15,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12237,2020-01-14,14,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12238,2020-01-13,13,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12239,2020-01-12,12,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12240,2020-01-11,11,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12241,2020-01-10,10,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12242,2020-01-09,9,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12243,2020-01-08,8,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12244,2020-01-07,7,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12245,2020-01-06,6,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12246,2020-01-05,5,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12247,2020-01-04,4,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12248,2020-01-03,3,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12249,2020-01-02,2,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12250,2020-01-01,1,1,2020,0,0,United_States_of_America,US,USA,327167434.0,America
12251,2019-12-31,31,12,2019,0,0,United_States_of_America,US,USA,327167434.0,America
